name,class,x1,y1,x2,y2,x3,y3,x4,y4,x5,y5,x6,y6,x7,y7,x8,y8,x9,y9,x10,y10,x11,y11,x12,y12,x13,y13,x14,y14,x15,y15,x16,y16,x17,y17
photo_6.png,clase2,0.36721677,0.5272733,0.35431302,0.54377806,0.35845694,0.5068511,0.36863026,0.5690298,0.38291985,0.48816273,0.45885688,0.62320167,0.45152217,0.44994676,0.6141026,0.6647712,0.5293336,0.3192076,0.75586855,0.6717088,0.5843278,0.16530257,0.77912176,0.58249736,0.7657938,0.45366782,0.8857534,0.5923633,0.8809463,0.41789162,0.8334777,0.6211863,0.85019326,0.45736516
photo_7.png,clase2,0.36693352,0.5256658,0.3524712,0.5430059,0.3579613,0.50483596,0.36998484,0.5683576,0.3833588,0.48510116,0.45751652,0.6217102,0.44989842,0.44551796,0.6117115,0.67025346,0.5256945,0.3169942,0.75824916,0.6763524,0.58107686,0.17136443,0.77828765,0.5795332,0.76571435,0.44920108,0.8829674,0.5922233,0.8799131,0.4174152,0.8324406,0.6183518,0.8506271,0.439456
photo_0.png,clase3,0.36950415,0.5320654,0.35772496,0.55272305,0.35794574,0.51559573,0.37970304,0.57485723,0.3772496,0.49484247,0.4653357,0.6260662,0.44241983,0.43941495,0.6241046,0.62953216,0.47824824,0.3042627,0.76652074,0.64515865,0.490583,0.14799687,0.776562,0.55902964,0.75985384,0.4304706,0.8780536,0.5642731,0.87173533,0.3927376,0.83100235,0.60282373,0.84311414,0.41894683
photo_1.png,clase3,0.36764592,0.5337472,0.3567973,0.5545311,0.35666192,0.5163814,0.38110062,0.5758401,0.3784071,0.4940189,0.46525663,0.62984204,0.4423643,0.43930876,0.6273825,0.6350163,0.47240967,0.29659235,0.76506305,0.64550155,0.4846282,0.1456222,0.78112984,0.5641341,0.76345754,0.4322003,0.8768255,0.57001805,0.87046146,0.393769,0.83116996,0.5981336,0.84385294,0.4219898
photo_2.png,clase3,0.371427,0.5374477,0.35862064,0.55778015,0.3590266,0.5215852,0.37441474,0.5832578,0.37768263,0.50308394,0.4667643,0.6390347,0.44309744,0.449719,0.6274726,0.6417972,0.46851584,0.30522707,0.76599735,0.65013653,0.48114127,0.15511543,0.7777159,0.56403387,0.7604618,0.43495533,0.87647796,0.5650326,0.8707637,0.3988759,0.8315663,0.6025455,0.84553695,0.42224568
photo_3.png,clase3,0.37823868,0.544812,0.3619313,0.56221545,0.3616447,0.5262693,0.3782692,0.5863087,0.37987453,0.50413936,0.46633118,0.6394236,0.445431,0.45184302,0.6256894,0.64502144,0.46951887,0.31337637,0.76358736,0.6495627,0.48235363,0.1589778,0.7803285,0.5715139,0.76053596,0.4402722,0.8795776,0.57019037,0.8731016,0.39946088,0.8332453,0.60300267,0.8466152,0.436603
photo_4.png,clase3,0.3861593,0.5403673,0.36675903,0.55623746,0.36917615,0.521363,0.37768424,0.5875963,0.3832984,0.5047557,0.47317111,0.6408721,0.44088006,0.45496166,0.6324268,0.65428114,0.46672016,0.31965435,0.7704732,0.6450261,0.47854674,0.15968975,0.77329004,0.5621816,0.7537123,0.43404347,0.87449265,0.55795234,0.8686742,0.39391074,0.83301294,0.6006589,0.8445422,0.41995597
photo_5.png,clase3,0.3807655,0.5285959,0.36650532,0.5505654,0.36872157,0.5138155,0.38091025,0.5824293,0.3831249,0.5031792,0.4791993,0.6339921,0.44480655,0.45035267,0.631558,0.64273494,0.4742014,0.3142293,0.7721685,0.6439413,0.4815274,0.16053152,0.7793357,0.5556463,0.7583987,0.43056914,0.87729275,0.5610217,0.873634,0.39067495,0.8317503,0.6031983,0.8486997,0.4174267
photo_6.png,clase3,0.38347456,0.528664,0.36825758,0.5485009,0.37072667,0.51212764,0.38122678,0.5752773,0.38411888,0.49599713,0.47195983,0.6273341,0.4442316,0.44621563,0.62878895,0.6470464,0.47232077,0.30738604,0.77325153,0.64246196,0.4809825,0.15524258,0.7751617,0.5493086,0.7573725,0.4255761,0.87967104,0.5574725,0.87520444,0.38845646,0.8336732,0.6045271,0.84891576,0.41893026
photo_7.png,clase3,0.38451666,0.5310949,0.3697829,0.5508841,0.3711153,0.5130357,0.38344693,0.5748758,0.3849203,0.49413407,0.47326595,0.62507874,0.44569635,0.44343483,0.62802625,0.6467068,0.473358,0.3024183,0.77198666,0.6364669,0.4811535,0.15340784,0.77890205,0.55099356,0.7622418,0.4241166,0.882939,0.5527177,0.8763291,0.38234028,0.83488846,0.5887904,0.8485979,0.41695625
photo_0.png,clase4,0.38750273,0.53704214,0.37112504,0.5564289,0.37230438,0.5213116,0.38445398,0.59046626,0.38358974,0.5101595,0.48409194,0.6416236,0.44036514,0.46131045,0.64117956,0.65922916,0.40939793,0.31542292,0.7750945,0.6800074,0.36401868,0.17107664,0.7839079,0.57099545,0.7675463,0.44344938,0.877432,0.5783715,0.87886614,0.41346723,0.83935845,0.60549253,0.8498467,0.43983287
photo_1.png,clase4,0.39037633,0.53970075,0.37374043,0.5595088,0.37560534,0.5243401,0.38634154,0.59556663,0.38591003,0.5129681,0.48652917,0.6443528,0.44239593,0.46543917,0.6413842,0.6646464,0.40467486,0.3202829,0.77101415,0.67177194,0.35564992,0.18880604,0.7821176,0.57316506,0.7679025,0.447232,0.8763539,0.5852129,0.8775758,0.41736898,0.8375876,0.6297789,0.8506219,0.43777284
photo_2.png,clase4,0.39005756,0.54299796,0.3746534,0.5628379,0.3751919,0.52803135,0.38597625,0.595478,0.38534796,0.5127778,0.48029065,0.64536566,0.44119546,0.46283862,0.6388602,0.6624001,0.41062725,0.3152045,0.7657146,0.67239183,0.36344492,0.18528901,0.783429,0.5771418,0.7681675,0.4475749,0.87611806,0.5863534,0.8744252,0.41781312,0.834857,0.6233209,0.8478894,0.43943202
photo_3.png,clase4,0.38999864,0.5447092,0.37460113,0.56446815,0.3746539,0.5284349,0.38483483,0.59306556,0.38514957,0.50990117,0.48277956,0.64409786,0.43932223,0.46108842,0.63754565,0.66232693,0.41228306,0.31638753,0.76720095,0.67087686,0.36753282,0.18444905,0.7841264,0.57609916,0.7679906,0.44625065,0.8757409,0.58842206,0.8754837,0.4180345,0.8335039,0.6241991,0.85041595,0.4402228
photo_4.png,clase4,0.3888249,0.5391331,0.37195477,0.55787003,0.3733989,0.5230308,0.38323134,0.58838195,0.38528258,0.50752777,0.48037493,0.6427534,0.4412627,0.46009153,0.6342712,0.6622051,0.4134751,0.31623673,0.76462734,0.67333317,0.3740657,0.17715809,0.78094506,0.5714234,0.766888,0.44635233,0.8749614,0.58524036,0.87546074,0.41986188,0.83183753,0.6219612,0.84779567,0.44104576
photo_5.png,clase4,0.38997692,0.5410795,0.3718809,0.5581481,0.37382466,0.5224246,0.38182914,0.58777916,0.38491422,0.50580156,0.48070788,0.6436953,0.43994614,0.4584098,0.634888,0.6604584,0.41026974,0.31717452,0.7559309,0.6705918,0.3699064,0.17956194,0.78024,0.5695891,0.7667026,0.4463982,0.8741387,0.58084035,0.87422264,0.41758165,0.83190954,0.6212487,0.84882444,0.44330943
photo_6.png,clase4,0.39339504,0.53952855,0.37495443,0.56041926,0.37531132,0.5228889,0.38442087,0.5894933,0.38625622,0.50888836,0.48327065,0.6413896,0.43840206,0.46015126,0.63655645,0.66485137,0.4086487,0.3139301,0.76473355,0.6727099,0.3608491,0.18463632,0.78226864,0.5741899,0.7652015,0.44624978,0.87403226,0.57852584,0.8748767,0.4165493,0.8310113,0.6169691,0.8462988,0.4394905
photo_7.png,clase4,0.39677542,0.543664,0.37758964,0.56359756,0.37848052,0.5259093,0.38812304,0.5944725,0.38785166,0.5111945,0.48002326,0.6423363,0.43901664,0.46200854,0.63499105,0.6628374,0.40701574,0.31611702,0.76605725,0.6716962,0.36012328,0.19246167,0.78209853,0.5725285,0.7670193,0.44824085,0.87373394,0.5776615,0.8730318,0.41792855,0.83152336,0.61847156,0.84901655,0.43866012
photo_0.png,clase5,0.38823164,0.54637635,0.37355146,0.5659561,0.37419304,0.5303962,0.38532087,0.59263253,0.38529366,0.5121779,0.48122758,0.6429516,0.43834946,0.46299824,0.6371468,0.66395676,0.38985533,0.32449794,0.7761664,0.65097106,0.34266943,0.19843686,0.77972245,0.57431316,0.76109135,0.44673026,0.87418354,0.5783565,0.87812984,0.41240448,0.83564174,0.6162847,0.8490686,0.43322238
photo_1.png,clase5,0.40135765,0.54540324,0.38199067,0.5646597,0.38272017,0.52821803,0.38942084,0.5954939,0.39055246,0.5130546,0.48140883,0.6429852,0.44118237,0.47052586,0.6395908,0.6659105,0.37571645,0.33951268,0.7795198,0.65488863,0.29860225,0.222095,0.77811235,0.5663376,0.7591989,0.44663143,0.8756103,0.5775846,0.88031477,0.41205692,0.83706546,0.6138556,0.84594053,0.43195194
photo_2.png,clase5,0.3977643,0.5438205,0.37803245,0.56347024,0.37963125,0.5265692,0.38797593,0.59477925,0.3893224,0.5133728,0.4793741,0.6436972,0.43948802,0.46883237,0.63562787,0.66544497,0.37280428,0.33879012,0.7736122,0.6520418,0.29573634,0.21535775,0.7748713,0.5654434,0.75704116,0.4471664,0.87504995,0.57612705,0.8789458,0.41372836,0.83671427,0.6139388,0.84689987,0.43285185
photo_3.png,clase5,0.40065765,0.54412746,0.38041872,0.5632671,0.38148665,0.5268784,0.38834614,0.5941767,0.38982555,0.51228464,0.48043978,0.6444528,0.43770537,0.4688631,0.63597596,0.66500777,0.357005,0.33751827,0.7758367,0.65426755,0.27320626,0.22825763,0.7791922,0.5679995,0.7602632,0.446972,0.8752157,0.5775429,0.8793807,0.41126478,0.83694667,0.6122041,0.84516716,0.4324467
photo_4.png,clase5,0.40311763,0.54850465,0.38379425,0.5670122,0.3858956,0.5295252,0.38887924,0.5967096,0.39347607,0.51340806,0.48194024,0.64452434,0.43922922,0.47076893,0.6361315,0.66566414,0.35699683,0.34369597,0.7796768,0.6539298,0.27267602,0.23885779,0.7755569,0.5672018,0.7561163,0.44846094,0.8755509,0.5753118,0.8792712,0.40778536,0.83796,0.61311716,0.8468411,0.43049377
photo_5.png,clase5,0.40415388,0.54530895,0.38452083,0.5633679,0.38549122,0.5279563,0.38955638,0.59413135,0.3929643,0.5124445,0.48385084,0.6453044,0.43890652,0.46925768,0.6378205,0.67063224,0.3566655,0.34150693,0.7809856,0.65823406,0.27435082,0.2321324,0.77925414,0.56635714,0.760245,0.44694197,0.87725633,0.576566,0.87856627,0.4085271,0.84019893,0.6145072,0.84601486,0.4321975
photo_6.png,clase5,0.40517673,0.5468753,0.38525504,0.56392694,0.38753712,0.52840704,0.3893709,0.5942443,0.3958066,0.5124327,0.48352355,0.6440818,0.4410786,0.47044396,0.64033103,0.6671526,0.35867393,0.3425299,0.7806651,0.6562278,0.27317747,0.23073372,0.7794291,0.5681396,0.75940174,0.44716567,0.87464225,0.5752853,0.87772435,0.40627754,0.84011453,0.61228055,0.8467295,0.43203172
photo_7.png,clase5,0.4059807,0.54644006,0.3862008,0.5644374,0.3874603,0.5287023,0.38988262,0.59487736,0.3943423,0.5125155,0.48532304,0.64337575,0.43998763,0.47042,0.6372768,0.6685211,0.35705858,0.3435501,0.7780343,0.65760946,0.27122468,0.23658656,0.7775626,0.56621754,0.75781006,0.44621474,0.8758973,0.574448,0.8784627,0.40676785,0.836849,0.6141068,0.84551966,0.43160075
photo_0.png,clase6,0.38604903,0.54566497,0.37176,0.5622564,0.3728904,0.52815604,0.38623342,0.59143907,0.3927868,0.5150192,0.4838764,0.64189816,0.44503984,0.48257887,0.6380925,0.6618304,0.31346995,0.39880246,0.7774212,0.6625095,0.18071543,0.31413722,0.77471125,0.59093547,0.75317496,0.46161494,0.8746891,0.5888219,0.8776078,0.4225939,0.836656,0.6240281,0.8446282,0.44050917
photo_1.png,clase6,0.39144075,0.5553311,0.37566495,0.57201254,0.3778494,0.5391123,0.39214957,0.60070676,0.39638436,0.52296984,0.49359053,0.644761,0.44940072,0.49354059,0.64495933,0.6654691,0.31711882,0.41558903,0.7790339,0.6607105,0.18176484,0.33544666,0.76786447,0.58682877,0.7456092,0.46538743,0.8745138,0.5826544,0.8804469,0.42168397,0.8423306,0.6198916,0.8404788,0.43623793
photo_2.png,clase6,0.39696175,0.5597261,0.37951946,0.57757914,0.38227123,0.54230493,0.3935836,0.6030978,0.39948177,0.525262,0.4911706,0.6464347,0.44856298,0.4961501,0.6497395,0.66082,0.31206948,0.41473854,0.7788426,0.6618757,0.17979078,0.3385055,0.7697948,0.58618,0.74786735,0.46448928,0.87693256,0.581733,0.87754846,0.42505795,0.8461218,0.6111247,0.84036696,0.43809113
photo_3.png,clase6,0.39733976,0.5558753,0.3800555,0.57200736,0.38162208,0.53928375,0.3935061,0.59996724,0.39705938,0.5234084,0.48999473,0.6455841,0.44808877,0.49120995,0.6460303,0.6582788,0.31564593,0.40771854,0.7763595,0.6622348,0.18568349,0.3248064,0.7667949,0.5830703,0.7452048,0.46461007,0.8773942,0.58208245,0.88054335,0.4244982,0.8440904,0.6116706,0.8405405,0.4399452
photo_4.png,clase6,0.3992884,0.5531001,0.3815781,0.57072866,0.38332713,0.53734696,0.39315456,0.59950733,0.39808035,0.52209675,0.48889038,0.64502704,0.4468492,0.48943254,0.64102864,0.66548514,0.3270976,0.4039924,0.78014654,0.66032004,0.19029209,0.31816158,0.7675967,0.5840011,0.74461854,0.4651935,0.8788299,0.5810588,0.8794965,0.42302272,0.843502,0.61390805,0.84029305,0.44046253
photo_5.png,clase6,0.40064216,0.55397093,0.38296697,0.57177806,0.3851491,0.53733045,0.3940402,0.60058206,0.4002905,0.5212684,0.49098882,0.6481098,0.45005423,0.49015385,0.64133036,0.6665621,0.32734928,0.40527412,0.7732245,0.6639535,0.1936315,0.3197804,0.76859343,0.5835178,0.7459651,0.46588868,0.8808004,0.5838455,0.8804056,0.42348433,0.8455459,0.61603045,0.84226656,0.44068283
photo_6.png,clase6,0.3988381,0.5561347,0.3810187,0.5722527,0.38360316,0.5387201,0.39343888,0.6004418,0.4003249,0.52258134,0.496706,0.64643145,0.4501301,0.49080896,0.6435943,0.6666956,0.32860342,0.40290952,0.7724323,0.66875815,0.19439009,0.3193144,0.7673168,0.5830491,0.74520063,0.4660166,0.8783382,0.5835031,0.87921226,0.42366633,0.8455725,0.614928,0.83911467,0.43883604
photo_7.png,clase6,0.40218878,0.54865754,0.38340133,0.5666199,0.38588881,0.5314278,0.3921994,0.5978899,0.39913183,0.5174039,0.4908956,0.6487409,0.44874322,0.48836273,0.64421946,0.6647266,0.32739255,0.40100867,0.77964807,0.6600919,0.19390115,0.3194405,0.7702373,0.58459264,0.7469389,0.4616735,0.8791822,0.58273965,0.8782858,0.42142218,0.8470131,0.61522037,0.8413353,0.4381659
photo_0.png,clase7,0.38987833,0.5343487,0.3730745,0.54957914,0.37524897,0.5157393,0.3781787,0.5773865,0.38718316,0.49868917,0.47076958,0.6358994,0.44034535,0.4733054,0.62304294,0.67345804,0.31205806,0.43674648,0.7552042,0.6771729,0.15687075,0.42643353,0.77365726,0.59805787,0.7506372,0.46639723,0.87819684,0.59251904,0.88272035,0.4269844,0.8471315,0.59095496,0.8414639,0.45558888
photo_1.png,clase7,0.39487606,0.5282915,0.3758516,0.54390466,0.37837076,0.51107025,0.3778692,0.57169604,0.38755274,0.4949262,0.46677467,0.6301877,0.44450653,0.4715904,0.6153728,0.6672804,0.311727,0.4285441,0.74984205,0.682105,0.15520284,0.42813146,0.7688639,0.6066641,0.7500284,0.4761345,0.8789136,0.60770947,0.8776177,0.43627796,0.84770906,0.5972227,0.8361496,0.47529703
photo_2.png,clase7,0.39670628,0.5297992,0.37772712,0.54578525,0.3794744,0.5117701,0.38103265,0.57331514,0.3886863,0.49460423,0.47009906,0.6302939,0.4457727,0.471035,0.6178755,0.6673918,0.3120377,0.42998272,0.75183165,0.6822133,0.16043095,0.43281186,0.7691343,0.610583,0.75027096,0.47780964,0.87839305,0.615556,0.87615335,0.43687385,0.84811544,0.60035706,0.8357235,0.47494024
photo_3.png,clase7,0.3994854,0.5295346,0.37977132,0.5453409,0.38150686,0.51135373,0.3821114,0.57354736,0.3922722,0.49571925,0.4721775,0.6292097,0.44764516,0.47140905,0.6168612,0.66659904,0.31231007,0.4274494,0.747159,0.68363774,0.1635098,0.44027716,0.77435327,0.61063486,0.75358975,0.47805044,0.88162893,0.6123566,0.8766736,0.43829343,0.851019,0.59442943,0.83729374,0.4760102
photo_4.png,clase7,0.40082192,0.5287251,0.38055015,0.5438859,0.3832266,0.50972944,0.38186765,0.5711241,0.39436233,0.49368092,0.47259197,0.62483525,0.4491237,0.469181,0.6186697,0.664958,0.31268334,0.41948745,0.7486757,0.6839993,0.16457301,0.42424437,0.7718612,0.6096791,0.7521767,0.47752583,0.8779587,0.6133936,0.8747283,0.43697235,0.84565103,0.6110109,0.83365965,0.4728089
photo_5.png,clase7,0.40083027,0.5289658,0.3806643,0.5440589,0.38344145,0.51008344,0.38149816,0.5719321,0.39427695,0.4945043,0.46798962,0.6291795,0.4501936,0.4691946,0.61889476,0.6630011,0.3163091,0.41969508,0.752092,0.68245816,0.16772124,0.4223196,0.7693294,0.60811514,0.75002337,0.4769654,0.8776104,0.6124175,0.8749451,0.4363845,0.8377959,0.61864555,0.8352854,0.47503266
photo_6.png,clase7,0.4015331,0.529217,0.3814562,0.5447524,0.3836066,0.51029915,0.38107944,0.57246745,0.39214444,0.49414283,0.4714795,0.62662256,0.44764227,0.46823436,0.6151783,0.6648441,0.3141216,0.41811103,0.74925756,0.68263364,0.16414243,0.42415035,0.7704489,0.60546386,0.7513819,0.47441623,0.8788365,0.61145365,0.87669003,0.43517256,0.8373002,0.6179918,0.83932793,0.45481467
photo_7.png,clase7,0.40270776,0.52540445,0.38277626,0.54127395,0.38520798,0.5068457,0.3824634,0.56914246,0.3938137,0.49229932,0.4734381,0.62556213,0.44735762,0.46781117,0.61623174,0.6635816,0.31176078,0.4225987,0.7514218,0.6833775,0.16487703,0.4225083,0.7721392,0.6046172,0.7540204,0.4738919,0.8776924,0.6105654,0.8757632,0.4358854,0.84578145,0.61085606,0.83683914,0.47577232
